Metrics/EpRet,Metrics/EpRet/Min,Metrics/EpRet/Max,Metrics/EpRet/Std,Metrics/EpCost,Metrics/EpCost/Min,Metrics/EpCost/Max,Metrics/EpCost/Std,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Penalties/inv_lb,Penalties/inv_ub,Penalties/equip_lb,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Misc/cost_gradient_norm,Misc/A,Misc/B,Misc/q,Misc/r,Misc/s,Misc/Lambda_star,Misc/Nu_star,Misc/OptimCase
0.0,0.0,0.0,0.0,923.9384155273438,908.0,965.0,7.436464786529541,30.0,0.0,1.4300016164779663,0.00014331392594613135,10.0,0.9987820982933044,0.9981731176376343,1.0,0.0008612006204202771,0.0,1.0114377737045288,20000.0,-0.16564714908599854,-0.16564714908599854,9.918213095261308e-08,0.0020388958510011435,0.0020388958510011435,0.1275971382856369,69290.7265625,69290.7265625,0.07906744629144669,208.413818359375,160.87338256835938,47.53993606567383,208.41331481933594,95.9631576538086,71.40840911865234,19.78528594970703,8.331831932067871,2.133634090423584,0.30444058775901794,0.04016301780939102,0.004393282812088728,0.1395338922739029,1.0,2.874871253967285,0.0037022982724010944,-33143.1875,0.004393282812088728,-0.12979766726493835,24.381776809692383,0.0,0.028640614822506905,0.0
0.0,0.0,0.0,0.0,924.8348388671875,908.0,965.0,8.079358100891113,30.0,1.0,1.4328131675720215,0.0001824901410145685,10.0,0.9988551139831543,0.9982826113700867,1.0,0.0008095848024822772,0.0,1.014460563659668,40000.0,-0.20066580176353455,-0.03501865267753601,-1.0719299581296582e-07,9.465978655498475e-05,-0.0019442360644461587,0.044555068016052246,52366.81640625,-16923.91015625,109.2916030883789,596.2872314453125,172.00680541992188,215.7413330078125,387.7481384277344,51.57987594604492,71.34835052490234,20.04279327392578,8.243243217468262,2.5459396839141846,0.26539456844329834,0.036600276827812195,0.0030855482909828424,0.10178854316473007,1.0,3.8173625469207764,0.001411985489539802,-23940.1953125,0.0030855482909828424,-0.23791387677192688,33.82186508178711,0.0,0.02431734837591648,0.0
0.0,0.0,0.0,0.0,924.7247314453125,908.0,965.0,8.01814079284668,30.0,2.0,1.4632521867752075,0.00018278832430951297,10.0,0.9987730979919434,0.9981595873832703,1.0,0.0008675788412801921,0.0,1.0461688041687012,60000.0,-0.2538995146751404,-0.053233712911605835,1.785278271881907e-07,1.5041572623886168e-05,-7.961821393109858e-05,0.01497946958988905,41158.28125,-11208.53515625,206.61187744140625,1040.9732666015625,244.89732360839844,199.659423828125,444.5567321777344,44.98863220214844,71.24024200439453,19.95695686340332,8.36987018585205,2.3571689128875732,0.24223311245441437,0.04188838228583336,0.003599543357267976,0.1064331904053688,1.0,5.170227527618408,0.0011097330134361982,-15242.482421875,0.003599543357267976,-0.3636341392993927,53.10837936401367,0.0,0.01940588653087616,0.0
0.0,0.0,0.0,0.0,925.0529174804688,908.0,965.0,8.2109375,30.0,3.0,1.4741212129592896,0.00018072675447911024,10.0,1.0017229318618774,1.0,1.002584457397461,0.0012183249928057194,0.0,1.0574116706848145,80000.0,-0.21738816797733307,0.03651134669780731,-6.179809730610941e-08,1.1648394320218358e-06,-1.3876733191864332e-05,0.005218048579990864,29508.583984375,-11649.697265625,259.6578063964844,1381.078857421875,157.7144012451172,182.26495361328125,339.9793701171875,58.82710266113281,71.14302062988281,20.01388931274414,8.457207679748535,3.0762360095977783,0.26396700739860535,0.031479816883802414,0.002113433787599206,0.08335892856121063,1.0,4.31993293762207,3.1679170206189156e-05,-19385.36328125,0.002113433787599206,0.29494810104370117,41.788970947265625,0.0,0.02187681756913662,0.0
0.0,0.0,0.0,0.0,925.5660400390625,907.0,965.0,8.485740661621094,30.0,4.0,1.4819177389144897,0.00017855058831628412,10.0,0.9989147186279297,0.9983720779418945,1.0,0.0007674098014831543,0.0,1.0664567947387695,100000.0,-0.220122829079628,-0.002734661102294922,1.9836425835251248e-08,2.0355791718884575e-07,-9.6128151483299e-07,0.0021741166710853577,21649.20703125,-7859.376953125,309.062744140625,1738.1373291015625,179.95901489257812,176.99240112304688,356.951416015625,56.030033111572266,71.0288314819336,20.113813400268555,8.474474906921387,3.0134336948394775,0.27352920174598694,0.030174732208251953,0.0022024433128535748,0.08843402564525604,1.0,3.8640894889831543,0.00014739297330379486,-20747.9765625,0.0022024433128535748,0.28342536091804504,39.08903503417969,0.0,0.022619733586907387,0.0
0.0,0.0,0.0,0.0,925.9066772460938,907.0,965.0,8.68705940246582,30.0,5.0,1.484578013420105,0.00019021450134459883,10.0,0.9985677599906921,0.997851550579071,1.0,0.0010127887362614274,0.0,1.0687922239303589,120000.0,-0.1788988560438156,0.04122397303581238,-8.85009754370003e-08,3.495842548772998e-08,-1.6859949170111577e-07,0.0008882889524102211,14724.431640625,-6924.775390625,349.9775390625,2030.34423828125,170.24435424804688,121.85254669189453,292.0968933105469,68.47042846679688,70.88938903808594,20.150400161743164,8.499249458312988,3.5086121559143066,0.26246508955955505,0.022867564111948013,0.001624637981876731,0.08245476335287094,1.0,3.37400484085083,0.00033301825169473886,-28176.162109375,0.001624637981876731,0.19288837909698486,28.805635452270508,0.0,0.026349734514951706,0.0
0.0,0.0,0.0,0.0,926.1572265625,907.0,966.0,8.887322425842285,30.0,6.0,1.5062509775161743,0.00018597827875055373,10.0,0.9997097849845886,0.9995646476745605,1.0,0.0002052270428976044,0.0,1.091840147972107,140000.0,-0.1436447650194168,0.035254091024398804,2.716064386731887e-07,7.729896722707963e-09,-2.722852876502202e-08,0.0004009088152088225,10171.3125,-4553.119140625,383.87908935546875,2301.83203125,151.50701904296875,119.80963897705078,271.316650390625,73.714599609375,70.84941864013672,20.219005584716797,8.479837417602539,3.5266098976135254,0.2648489773273468,0.024378789588809013,0.0016080978093668818,0.08065074682235718,1.0,2.835214376449585,0.0005580567521974444,-39752.70703125,0.0016080978093668818,0.1464604139328003,20.428394317626953,0.0,0.03128944709897041,0.0
0.0,0.0,0.0,0.0,926.551025390625,907.0,966.0,9.058100700378418,30.0,7.0,1.5307493209838867,0.00018105712661053985,10.0,1.0017441511154175,1.0,1.0026161670684814,0.0012332729529589415,0.0,1.1185494661331177,160000.0,-0.14343270659446716,0.000212058424949646,8.16345249177175e-08,1.5444282519538888e-09,-6.185468470754074e-09,0.00013419076276477426,7591.02734375,-2580.28515625,405.7106628417969,2570.095703125,152.6851348876953,115.4526138305664,268.13775634765625,74.58853149414062,70.75619506835938,20.34891128540039,8.467530250549316,3.9925670623779297,0.27055156230926514,0.022465793415904045,0.001254648668691516,0.06496518105268478,1.0,2.53749942779541,0.0008564470335841179,-52464.07421875,0.001254648668691516,0.07854358851909637,15.492391586303711,0.0,0.035929881036281586,0.0
0.0,0.0,0.0,0.0,927.015869140625,907.0,966.0,9.323116302490234,30.0,8.0,1.5520811080932617,0.00020263908663764596,10.0,0.999975860118866,0.9999637007713318,1.0,1.711172444629483e-05,0.0,1.1434170007705688,180000.0,-0.13892380893230438,0.004508897662162781,-7.019043124500968e-08,1.8227305220719359e-09,2.783022701180471e-10,6.336440128507093e-05,6435.0693359375,-1155.9580078125,423.1271057128906,2838.653564453125,150.23707580566406,118.20728302001953,268.4443664550781,74.50333404541016,70.71138000488281,20.51367950439453,8.424757957458496,3.8096749782562256,0.24804459512233734,0.01820448786020279,0.0013780054869130254,0.08336137235164642,1.0,2.695265054702759,0.0010515630710870028,-55017.25,0.0013780054869130254,0.06948129832744598,14.788676261901855,0.0,0.03677479922771454,0.0
0.0,0.0,0.0,0.0,927.5316772460938,907.0,969.0,9.590507507324219,30.0,9.0,1.5867406129837036,0.00015897325647529215,10.0,1.0003818273544312,1.0,1.000572681427002,0.00026996462838724256,0.0,1.1848247051239014,200000.0,-0.14797796308994293,-0.00905415415763855,-2.403259315997275e-07,1.472538202484941e-09,-3.5019231958699493e-10,2.438851515762508e-05,6283.10595703125,-151.96337890625,432.4031066894531,3110.613037109375,148.3824005126953,123.43553924560547,271.81793212890625,73.57865905761719,70.6358871459961,20.7127628326416,8.353153228759766,3.6752781867980957,0.27078065276145935,0.019834624603390694,0.0014806302497163415,0.08529503643512726,1.0,2.779306411743164,0.001310832565650344,-42992.60546875,0.0014806302497163415,0.05671936273574829,18.946584701538086,0.0,0.03248998522758484,0.0
